Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
US-2024-100449,2023-04-10,2023-04-14,First Class,CU-10049,Customer 49,Consumer,United States,Philadelphia,Illinois,12013,West,PR-STO-1449,Office Supplies,Storage,Storage Model 49,90.36,7,0.3,-17.34
US-2023-100450,2023-01-26,2023-01-29,Second Class,CU-10050,Customer 50,Home Office,United States,Houston,New York,82361,South,PR-PAP-1450,Office Supplies,Paper,Paper Model 0,319.79,8,0.15,115.71
US-2024-100451,2023-03-13,2023-03-18,Standard Class,CU-10051,Customer 51,Home Office,United States,Atlanta,Illinois,70356,West,PR-BIN-1451,Office Supplies,Binders,Binders Model 1,384.13,7,0.0,-67.41
US-2023-100452,2024-07-04,2024-07-05,Second Class,CU-10052,Customer 52,Consumer,United States,Atlanta,California,71313,East,PR-PAP-1452,Office Supplies,Paper,Paper Model 2,95.75,5,0.15,-4.68
US-2024-100453,2024-03-21,2024-03-26,Standard Class,CU-10053,Customer 53,Corporate,United States,Atlanta,Pennsylvania,90021,East,PR-MAC-1453,Technology,Machines,Machines Model 3,174.57,8,0.15,-42.39
US-2023-100454,2024-05-15,2024-05-22,First Class,CU-10054,Customer 54,Corporate,United States,Detroit,Washington,49832,Central,PR-STO-1454,Office Supplies,Storage,Storage Model 4,153.86,9,0.15,1.97
US-2024-100455,2024-12-04,2024-12-05,Standard Class,CU-10055,Customer 55,Corporate,United States,Houston,Texas,29665,East,PR-ACC-1455,Technology,Accessories,Accessories Model 5,318.61,8,0.2,-15.57
US-2023-100456,2023-10-20,2023-10-25,Second Class,CU-10056,Customer 56,Consumer,United States,Miami,Texas,68773,South,PR-COP-1456,Technology,Copiers,Copiers Model 6,318.12,2,0.0,17.95
US-2024-100457,2023-07-11,2023-07-14,First Class,CU-10057,Customer 57,Corporate,United States,New York City,Florida,60390,East,PR-STO-1457,Office Supplies,Storage,Storage Model 7,280.14,9,0.0,88.41
US-2023-100458,2024-01-28,2024-02-03,Standard Class,CU-10058,Customer 58,Home Office,United States,Columbus,Illinois,39504,Central,PR-ACC-1458,Technology,Accessories,Accessories Model 8,391.42,5,0.15,-32.78
US-2024-100459,2023-03-17,2023-03-24,Standard Class,CU-10059,Customer 59,Corporate,United States,New York City,Florida,28733,Central,PR-STO-1459,Office Supplies,Storage,Storage Model 9,291.04,1,0.3,-69.5
US-2023-100460,2024-06-06,2024-06-13,Standard Class,CU-10060,Customer 60,Home Office,United States,Detroit,New York,46839,West,PR-MAC-1460,Technology,Machines,Machines Model 10,704.23,5,0.5,53.19
US-2024-100461,2023-02-07,2023-02-11,Second Class,CU-10061,Customer 61,Home Office,United States,New York City,Michigan,78993,East,PR-ART-1461,Office Supplies,Art,Art Model 11,371.07,5,0.1,18.29
US-2023-100462,2024-08-28,2024-09-02,Standard Class,CU-10062,Customer 62,Home Office,United States,New York City,Pennsylvania,14792,East,PR-STO-1462,Office Supplies,Storage,Storage Model 12,359.64,9,0.0,54.0
US-2024-100463,2023-07-31,2023-08-04,Same Day,CU-10063,Customer 63,Corporate,United States,New York City,Washington,75867,South,PR-ACC-1463,Technology,Accessories,Accessories Model 13,181.94,6,0.2,11.76
US-2023-100464,2024-08-11,2024-08-15,Same Day,CU-10064,Customer 64,Home Office,United States,New York City,Washington,57934,Central,PR-STO-1464,Office Supplies,Storage,Storage Model 14,150.72,8,0.15,-34.54
US-2024-100465,2024-04-18,2024-04-20,First Class,CU-10065,Customer 65,Consumer,United States,Columbus,Illinois,35008,East,PR-LAB-1465,Office Supplies,Labels,Labels Model 15,177.24,5,0.0,-0.13
US-2023-100466,2024-10-24,2024-10-30,Standard Class,CU-10066,Customer 66,Consumer,United States,Los Angeles,Ohio,91383,West,PR-BOO-1466,Furniture,Bookcases,Bookcases Model 16,232.15,5,0.1,7.04
US-2024-100467,2024-12-08,2024-12-10,Standard Class,CU-10067,Customer 67,Corporate,United States,Atlanta,Florida,15972,South,PR-LAB-1467,Office Supplies,Labels,Labels Model 17,13.84,3,0.15,0.96
US-2023-100468,2023-01-21,2023-01-23,Standard Class,CU-10068,Customer 68,Consumer,United States,Seattle,California,85039,East,PR-FUR-1468,Furniture,Furnishings,Furnishings Model 18,268.02,8,0.0,-24.4
US-2024-100469,2024-07-20,2024-07-21,Second Class,CU-10069,Customer 69,Consumer,United States,Chicago,Pennsylvania,20702,South,PR-ART-1469,Office Supplies,Art,Art Model 19,66.98,6,0.1,16.28
US-2023-100470,2024-03-17,2024-03-22,Second Class,CU-10070,Customer 70,Consumer,United States,Philadelphia,Michigan,41007,East,PR-LAB-1470,Office Supplies,Labels,Labels Model 20,133.04,1,0.1,-18.09
US-2024-100471,2024-04-11,2024-04-17,First Class,CU-10071,Customer 71,Consumer,United States,Chicago,Texas,52942,East,PR-CHA-1471,Furniture,Chairs,Chairs Model 21,389.04,8,0.0,66.31
US-2023-100472,2023-12-30,2024-01-01,Second Class,CU-10072,Customer 72,Corporate,United States,Seattle,Washington,39059,South,PR-PHO-1472,Technology,Phones,Phones Model 22,196.28,5,0.2,15.26
US-2024-100473,2023-08-17,2023-08-19,First Class,CU-10073,Customer 73,Corporate,United States,Columbus,New York,30365,Central,PR-APP-1473,Office Supplies,Appliances,Appliances Model 23,71.83,2,0.0,22.49
US-2023-100474,2023-01-15,2023-01-18,First Class,CU-10074,Customer 74,Corporate,United States,Philadelphia,Illinois,13771,West,PR-ART-1474,Office Supplies,Art,Art Model 24,97.26,7,0.0,21.59
US-2024-100475,2023-04-11,2023-04-16,Second Class,CU-10075,Customer 75,Home Office,United States,Atlanta,New York,99031,East,PR-COP-1475,Technology,Copiers,Copiers Model 25,174.12,8,0.1,68.01
US-2023-100476,2024-10-15,2024-10-19,Standard Class,CU-10076,Customer 76,Home Office,United States,Los Angeles,Pennsylvania,24706,Central,PR-LAB-1476,Office Supplies,Labels,Labels Model 26,23.93,1,0.1,-5.33
US-2024-100477,2023-01-24,2023-01-25,Standard Class,CU-10077,Customer 77,Consumer,United States,New York City,Michigan,76922,East,PR-TAB-1477,Furniture,Tables,Tables Model 27,290.05,8,0.3,53.47
US-2023-100478,2024-10-09,2024-10-11,Standard Class,CU-10078,Customer 78,Home Office,United States,Philadelphia,Illinois,17642,Central,PR-FUR-1478,Furniture,Furnishings,Furnishings Model 28,92.23,2,0.0,23.27
US-2024-100479,2023-04-02,2023-04-09,Standard Class,CU-10079,Customer 79,Corporate,United States,Columbus,Illinois,25089,West,PR-PHO-1479,Technology,Phones,Phones Model 29,201.71,9,0.2,-9.46
US-2023-100480,2024-04-15,2024-04-22,Standard Class,CU-10080,Customer 80,Corporate,United States,Columbus,Ohio,12413,East,PR-MAC-1480,Technology,Machines,Machines Model 30,144.81,4,0.0,-7.54
US-2024-100481,2024-02-07,2024-02-14,Standard Class,CU-10081,Customer 81,Consumer,United States,Columbus,Florida,31577,East,PR-ART-1481,Office Supplies,Art,Art Model 31,166.36,9,0.15,-39.88
US-2023-100482,2024-04-03,2024-04-05,Second Class,CU-10082,Customer 82,Corporate,United States,Philadelphia,Pennsylvania,33290,Central,PR-ART-1482,Office Supplies,Art,Art Model 32,114.08,6,0.0,43.62
US-2024-100483,2024-12-12,2024-12-17,Standard Class,CU-10083,Customer 83,Home Office,United States,Philadelphia,California,66325,Central,PR-PAP-1483,Office Supplies,Paper,Paper Model 33,247.12,1,0.2,92.21
US-2023-100484,2023-10-25,2023-10-27,Standard Class,CU-10084,Customer 84,Corporate,United States,Detroit,Florida,77313,West,PR-FUR-1484,Furniture,Furnishings,Furnishings Model 34,74.09,5,0.0,5.54
US-2024-100485,2023-10-05,2023-10-08,First Class,CU-10085,Customer 85,Home Office,United States,Miami,Ohio,38906,East,PR-PHO-1485,Technology,Phones,Phones Model 35,268.96,7,0.15,-10.7
US-2023-100486,2024-03-19,2024-03-20,Standard Class,CU-10086,Customer 86,Corporate,United States,Chicago,Georgia,74340,East,PR-APP-1486,Office Supplies,Appliances,Appliances Model 36,350.09,4,0.15,-27.48
US-2024-100487,2023-07-14,2023-07-17,Second Class,CU-10087,Customer 87,Consumer,United States,Atlanta,Michigan,40936,South,PR-CHA-1487,Furniture,Chairs,Chairs Model 37,210.77,8,0.0,77.04
US-2023-100488,2023-06-29,2023-07-06,Standard Class,CU-10088,Customer 88,Consumer,United States,Philadelphia,Ohio,72147,South,PR-APP-1488,Office Supplies,Appliances,Appliances Model 38,91.05,4,0.3,15.06
US-2024-100489,2024-07-20,2024-07-27,Standard Class,CU-10089,Customer 89,Corporate,United States,Atlanta,Georgia,35032,East,PR-ACC-1489,Technology,Accessories,Accessories Model 39,243.46,7,0.1,-66.64
US-2023-100490,2023-08-11,2023-08-18,Second Class,CU-10090,Customer 90,Consumer,United States,Los Angeles,Washington,56761,West,PR-PAP-1490,Office Supplies,Paper,Paper Model 40,33.96,2,0.1,-1.71
US-2024-100491,2023-08-28,2023-08-30,First Class,CU-10091,Customer 91,Home Office,United States,Philadelphia,Illinois,78906,Central,PR-LAB-1491,Office Supplies,Labels,Labels Model 41,140.96,7,0.15,39.37
US-2023-100492,2023-02-21,2023-02-24,Standard Class,CU-10092,Customer 92,Corporate,United States,Los Angeles,California,59961,Central,PR-TAB-1492,Furniture,Tables,Tables Model 42,476.49,2,0.1,73.43
US-2024-100493,2023-04-24,2023-04-28,First Class,CU-10093,Customer 93,Consumer,United States,Los Angeles,Texas,28807,East,PR-APP-1493,Office Supplies,Appliances,Appliances Model 43,221.19,1,0.1,56.93
US-2023-100494,2024-11-18,2024-11-22,Standard Class,CU-10094,Customer 94,Home Office,United States,Detroit,Ohio,18593,East,PR-APP-1494,Office Supplies,Appliances,Appliances Model 44,149.42,1,0.0,-12.3
US-2024-100495,2023-07-29,2023-07-30,First Class,CU-10095,Customer 95,Consumer,United States,Atlanta,Washington,68453,East,PR-APP-1495,Office Supplies,Appliances,Appliances Model 45,117.71,8,0.1,-22.38
US-2023-100496,2024-01-14,2024-01-18,Standard Class,CU-10096,Customer 96,Consumer,United States,Houston,Ohio,49601,South,PR-STO-1496,Office Supplies,Storage,Storage Model 46,456.48,6,0.0,-130.22
US-2024-100497,2023-11-14,2023-11-21,Standard Class,CU-10097,Customer 97,Consumer,United States,Miami,Ohio,54149,South,PR-MAC-1497,Technology,Machines,Machines Model 47,352.51,2,0.5,0.44
US-2023-100498,2023-04-18,2023-04-21,Standard Class,CU-10098,Customer 98,Consumer,United States,Los Angeles,Washington,77262,Central,PR-ART-1498,Office Supplies,Art,Art Model 48,309.83,3,0.2,-80.94
US-2024-100499,2023-07-23,2023-07-28,Second Class,CU-10099,Customer 99,Home Office,United States,Miami,Texas,96338,Central,PR-STO-1499,Office Supplies,Storage,Storage Model 49,59.74,2,0.2,8.09
US-2023-100500,2023-05-18,2023-05-25,Standard Class,CU-10100,Customer 100,Consumer,United States,Columbus,California,22336,South,PR-ART-1500,Office Supplies,Art,Art Model 0,264.58,7,0.0,-28.08
US-2024-100501,2023-01-11,2023-01-12,Standard Class,CU-10101,Customer 101,Consumer,United States,Houston,Washington,93683,South,PR-PHO-1501,Technology,Phones,Phones Model 1,165.07,1,0.5,20.7
US-2023-100502,2024-06-29,2024-07-06,Standard Class,CU-10102,Customer 102,Home Office,United States,Seattle,New York,35596,Central,PR-PAP-1502,Office Supplies,Paper,Paper Model 2,216.58,2,0.0,16.45
US-2024-100503,2023-10-24,2023-10-30,Same Day,CU-10103,Customer 103,Consumer,United States,Miami,Pennsylvania,26956,West,PR-BOO-1503,Furniture,Bookcases,Bookcases Model 3,133.39,6,0.0,40.13
US-2023-100504,2024-08-26,2024-09-01,First Class,CU-10104,Customer 104,Consumer,United States,Columbus,Michigan,62960,Central,PR-LAB-1504,Office Supplies,Labels,Labels Model 4,184.72,6,0.2,69.66
US-2024-100505,2024-04-10,2024-04-11,Standard Class,CU-10105,Customer 105,Consumer,United States,Los Angeles,Ohio,71293,East,PR-ART-1505,Office Supplies,Art,Art Model 5,133.49,5,0.1,-39.25
US-2023-100506,2023-04-28,2023-05-03,Standard Class,CU-10106,Customer 106,Consumer,United States,Columbus,Michigan,76201,East,PR-PAP-1506,Office Supplies,Paper,Paper Model 6,209.96,4,0.2,-45.84
US-2024-100507,2023-12-10,2023-12-13,Standard Class,CU-10107,Customer 107,Home Office,United States,Detroit,Texas,57456,West,PR-BIN-1507,Office Supplies,Binders,Binders Model 7,50.39,8,0.0,-2.05
US-2023-100508,2024-09-18,2024-09-25,Standard Class,CU-10108,Customer 108,Consumer,United States,Los Angeles,Texas,40255,South,PR-MAC-1508,Technology,Machines,Machines Model 8,388.32,9,0.1,-34.5
US-2024-100509,2023-07-22,2023-07-23,Second Class,CU-10109,Customer 109,Home Office,United States,Detroit,New York,88025,South,PR-COP-1509,Technology,Copiers,Copiers Model 9,73.63,5,0.1,-3.22
US-2023-100510,2023-05-05,2023-05-12,First Class,CU-10110,Customer 110,Corporate,United States,Atlanta,Florida,28482,East,PR-BIN-1510,Office Supplies,Binders,Binders Model 10,101.0,2,0.15,-16.18
US-2024-100511,2023-09-25,2023-09-27,Second Class,CU-10111,Customer 111,Corporate,United States,New York City,Ohio,15574,West,PR-APP-1511,Office Supplies,Appliances,Appliances Model 11,185.65,4,0.0,-46.45
US-2023-100512,2024-01-21,2024-01-27,Second Class,CU-10112,Customer 112,Corporate,United States,Houston,Pennsylvania,21586,Central,PR-BIN-1512,Office Supplies,Binders,Binders Model 12,43.5,7,0.0,-0.65
US-2024-100513,2024-08-16,2024-08-20,Standard Class,CU-10113,Customer 113,Corporate,United States,Detroit,Florida,97911,Central,PR-TAB-1513,Furniture,Tables,Tables Model 13,375.11,9,0.2,-89.22
US-2023-100514,2024-04-15,2024-04-20,Standard Class,CU-10114,Customer 114,Consumer,United States,Miami,Washington,95395,East,PR-ART-1514,Office Supplies,Art,Art Model 14,229.41,3,0.0,51.05
US-2024-100515,2023-07-27,2023-08-01,Standard Class,CU-10115,Customer 115,Home Office,United States,Miami,Pennsylvania,39377,East,PR-CHA-1515,Furniture,Chairs,Chairs Model 15,489.13,8,0.2,48.88
US-2023-100516,2024-01-22,2024-01-26,Standard Class,CU-10116,Customer 116,Home Office,United States,Atlanta,Georgia,41629,West,PR-APP-1516,Office Supplies,Appliances,Appliances Model 16,355.64,7,0.0,63.02
US-2024-100517,2023-05-10,2023-05-11,Standard Class,CU-10117,Customer 117,Consumer,United States,Miami,Ohio,43734,East,PR-STO-1517,Office Supplies,Storage,Storage Model 17,61.63,1,0.0,16.41
US-2023-100518,2023-05-30,2023-06-01,Standard Class,CU-10118,Customer 118,Home Office,United States,Atlanta,Ohio,40408,East,PR-LAB-1518,Office Supplies,Labels,Labels Model 18,177.15,8,0.0,8.63
US-2024-100519,2023-06-14,2023-06-19,Standard Class,CU-10119,Customer 119,Consumer,United States,Los Angeles,Georgia,86349,East,PR-FUR-1519,Furniture,Furnishings,Furnishings Model 19,285.08,3,0.0,79.62
US-2023-100520,2024-12-06,2024-12-07,First Class,CU-10120,Customer 120,Consumer,United States,Atlanta,Texas,66866,West,PR-BOO-1520,Furniture,Bookcases,Bookcases Model 20,58.69,9,0.0,18.9
US-2024-100521,2023-11-16,2023-11-17,Same Day,CU-10121,Customer 121,Corporate,United States,Columbus,Ohio,80199,East,PR-PHO-1521,Technology,Phones,Phones Model 21,133.62,3,0.1,-13.2
US-2023-100522,2023-01-14,2023-01-18,First Class,CU-10122,Customer 122,Corporate,United States,Seattle,Illinois,56926,Central,PR-BOO-1522,Furniture,Bookcases,Bookcases Model 22,85.57,2,0.2,28.58
US-2024-100523,2024-06-24,2024-07-01,Standard Class,CU-10123,Customer 123,Home Office,United States,New York City,Georgia,44470,South,PR-BIN-1523,Office Supplies,Binders,Binders Model 23,110.29,3,0.0,23.8
US-2023-100524,2024-11-24,2024-11-28,Standard Class,CU-10124,Customer 124,Consumer,United States,Los Angeles,California,23444,West,PR-PAP-1524,Office Supplies,Paper,Paper Model 24,412.05,1,0.1,114.6
US-2024-100525,2023-04-09,2023-04-14,Same Day,CU-10125,Customer 125,Consumer,United States,Los Angeles,Michigan,88345,South,PR-LAB-1525,Office Supplies,Labels,Labels Model 25,111.08,1,0.0,11.76
US-2023-100526,2023-02-23,2023-02-25,Standard Class,CU-10126,Customer 126,Consumer,United States,Detroit,Texas,40984,Central,PR-PHO-1526,Technology,Phones,Phones Model 26,187.72,2,0.0,-25.36
US-2024-100527,2023-04-16,2023-04-20,First Class,CU-10127,Customer 127,Corporate,United States,Los Angeles,Illinois,43351,East,PR-COP-1527,Technology,Copiers,Copiers Model 27,118.21,2,0.2,-19.14
US-2023-100528,2023-06-27,2023-06-29,Standard Class,CU-10128,Customer 128,Home Office,United States,New York City,Georgia,85677,Central,PR-PHO-1528,Technology,Phones,Phones Model 28,409.0,4,0.1,46.6
US-2024-100529,2023-05-25,2023-05-28,Standard Class,CU-10129,Customer 129,Consumer,United States,Houston,California,44629,Central,PR-ACC-1529,Technology,Accessories,Accessories Model 29,37.73,4,0.0,13.28
US-2023-100530,2023-01-23,2023-01-30,Standard Class,CU-10130,Customer 130,Home Office,United States,Detroit,New York,19921,South,PR-ART-1530,Office Supplies,Art,Art Model 30,97.93,3,0.2,-13.34
US-2024-100531,2023-04-22,2023-04-24,Standard Class,CU-10131,Customer 131,Consumer,United States,Philadelphia,Pennsylvania,65673,West,PR-BIN-1531,Office Supplies,Binders,Binders Model 31,193.38,6,0.0,-19.45
US-2023-100532,2024-11-05,2024-11-07,Standard Class,CU-10132,Customer 132,Consumer,United States,Detroit,Texas,64545,West,PR-LAB-1532,Office Supplies,Labels,Labels Model 32,271.43,6,0.0,78.55
US-2024-100533,2023-01-19,2023-01-23,Standard Class,CU-10133,Customer 133,Consumer,United States,Miami,Texas,60411,East,PR-MAC-1533,Technology,Machines,Machines Model 33,159.89,2,0.1,-22.26
US-2023-100534,2024-10-09,2024-10-13,First Class,CU-10134,Customer 134,Home Office,United States,Miami,Pennsylvania,97086,South,PR-BOO-1534,Furniture,Bookcases,Bookcases Model 34,107.62,3,0.15,-3.69
US-2024-100535,2024-02-14,2024-02-20,Standard Class,CU-10135,Customer 135,Home Office,United States,Atlanta,Ohio,91371,South,PR-COP-1535,Technology,Copiers,Copiers Model 35,184.74,4,0.15,34.85
US-2023-100536,2024-07-23,2024-07-24,Standard Class,CU-10136,Customer 136,Consumer,United States,Los Angeles,Washington,17310,Central,PR-FUR-1536,Furniture,Furnishings,Furnishings Model 36,338.88,2,0.1,-28.12
US-2024-100537,2023-11-30,2023-12-03,Standard Class,CU-10137,Customer 137,Consumer,United States,Chicago,California,43725,South,PR-LAB-1537,Office Supplies,Labels,Labels Model 37,145.69,3,0.1,46.81
US-2023-100538,2024-04-07,2024-04-14,Standard Class,CU-10138,Customer 138,Home Office,United States,Seattle,Georgia,18749,East,PR-ACC-1538,Technology,Accessories,Accessories Model 38,479.85,7,0.2,-22.3
US-2024-100539,2023-01-20,2023-01-21,First Class,CU-10139,Customer 139,Consumer,United States,Miami,Michigan,89944,South,PR-APP-1539,Office Supplies,Appliances,Appliances Model 39,119.96,8,0.0,-19.69
US-2023-100540,2023-05-11,2023-05-17,Standard Class,CU-10140,Customer 140,Consumer,United States,Philadelphia,Washington,57598,West,PR-ACC-1540,Technology,Accessories,Accessories Model 40,60.84,4,0.2,-3.4
US-2024-100541,2023-06-07,2023-06-11,Standard Class,CU-10141,Customer 141,Corporate,United States,Chicago,Texas,79672,East,PR-ART-1541,Office Supplies,Art,Art Model 41,240.66,3,0.2,-55.14
US-2023-100542,2024-09-03,2024-09-04,Standard Class,CU-10142,Customer 142,Home Office,United States,New York City,Texas,76188,Central,PR-STO-1542,Office Supplies,Storage,Storage Model 42,261.34,3,0.2,-36.66
US-2024-100543,2023-12-30,2024-01-02,Standard Class,CU-10143,Customer 143,Home Office,United States,New York City,Illinois,89422,Central,PR-PAP-1543,Office Supplies,Paper,Paper Model 43,64.16,4,0.1,7.1
US-2023-100544,2023-01-14,2023-01-15,Standard Class,CU-10144,Customer 144,Corporate,United States,Los Angeles,Michigan,85591,West,PR-BIN-1544,Office Supplies,Binders,Binders Model 44,125.05,9,0.15,31.2
US-2024-100545,2023-07-26,2023-07-28,Standard Class,CU-10145,Customer 145,Consumer,United States,Miami,Ohio,87198,Central,PR-PHO-1545,Technology,Phones,Phones Model 45,330.92,1,0.1,7.31
US-2023-100546,2023-12-28,2024-01-02,Standard Class,CU-10146,Customer 146,Consumer,United States,Los Angeles,Washington,12431,East,PR-CHA-1546,Furniture,Chairs,Chairs Model 46,154.89,7,0.15,-38.4
US-2024-100547,2024-08-22,2024-08-25,Standard Class,CU-10147,Customer 147,Consumer,United States,Philadelphia,Georgia,50232,West,PR-PHO-1547,Technology,Phones,Phones Model 47,102.29,2,0.15,-29.37
US-2023-100548,2023-10-21,2023-10-28,Second Class,CU-10148,Customer 148,Consumer,United States,Los Angeles,Pennsylvania,54135,South,PR-PHO-1548,Technology,Phones,Phones Model 48,37.77,5,0.2,-10.18
US-2024-100549,2023-03-08,2023-03-10,Same Day,CU-10149,Customer 149,Consumer,United States,Chicago,Washington,87924,South,PR-APP-1549,Office Supplies,Appliances,Appliances Model 49,148.39,7,0.15,-22.49
US-2023-100550,2024-03-17,2024-03-19,Standard Class,CU-10150,Customer 150,Corporate,United States,Los Angeles,Pennsylvania,37632,Central,PR-COP-1550,Technology,Copiers,Copiers Model 0,19.65,8,0.1,6.2
US-2024-100551,2023-09-26,2023-09-28,Second Class,CU-10151,Customer 151,Home Office,United States,Houston,Texas,34544,Central,PR-STO-1551,Office Supplies,Storage,Storage Model 1,397.78,6,0.15,122.04
US-2023-100552,2024-03-11,2024-03-14,First Class,CU-10152,Customer 152,Corporate,United States,Los Angeles,Illinois,26865,East,PR-BIN-1552,Office Supplies,Binders,Binders Model 2,777.19,6,0.1,-191.19
US-2024-100553,2023-03-14,2023-03-17,Standard Class,CU-10153,Customer 153,Consumer,United States,Chicago,Florida,79306,Central,PR-APP-1553,Office Supplies,Appliances,Appliances Model 3,285.39,2,0.15,54.09
US-2023-100554,2023-10-07,2023-10-09,Standard Class,CU-10154,Customer 154,Consumer,United States,Miami,New York,88315,East,PR-BIN-1554,Office Supplies,Binders,Binders Model 4,27.73,3,0.2,-1.4
US-2024-100555,2024-03-08,2024-03-14,Same Day,CU-10155,Customer 155,Consumer,United States,Atlanta,Florida,74610,West,PR-PAP-1555,Office Supplies,Paper,Paper Model 5,147.4,3,0.1,-5.02
US-2023-100556,2023-12-25,2023-12-27,Second Class,CU-10156,Customer 156,Home Office,United States,Philadelphia,California,68706,East,PR-CHA-1556,Furniture,Chairs,Chairs Model 6,78.73,6,0.3,-3.28
US-2024-100557,2023-04-19,2023-04-25,Standard Class,CU-10157,Customer 157,Consumer,United States,Philadelphia,Michigan,63450,Central,PR-TAB-1557,Furniture,Tables,Tables Model 7,88.48,8,0.3,27.47
US-2023-100558,2024-09-16,2024-09-22,Standard Class,CU-10158,Customer 158,Corporate,United States,Miami,New York,20447,South,PR-BOO-1558,Furniture,Bookcases,Bookcases Model 8,159.63,6,0.0,48.04
US-2024-100559,2024-03-17,2024-03-18,Standard Class,CU-10159,Customer 159,Home Office,United States,New York City,Florida,60893,South,PR-TAB-1559,Furniture,Tables,Tables Model 9,228.1,9,0.15,70.29
US-2023-100560,2023-11-02,2023-11-08,Standard Class,CU-10160,Customer 160,Consumer,United States,Philadelphia,Georgia,83914,South,PR-ACC-1560,Technology,Accessories,Accessories Model 10,183.83,1,0.2,54.67
US-2024-100561,2024-12-26,2025-01-02,Standard Class,CU-10161,Customer 161,Corporate,United States,Philadelphia,Illinois,49770,South,PR-BIN-1561,Office Supplies,Binders,Binders Model 11,125.91,6,0.2,-1.74
US-2023-100562,2024-02-01,2024-02-02,Standard Class,CU-10162,Customer 162,Consumer,United States,Los Angeles,California,10037,South,PR-APP-1562,Office Supplies,Appliances,Appliances Model 12,180.15,2,0.15,0.38
US-2024-100563,2024-03-06,2024-03-07,First Class,CU-10163,Customer 163,Corporate,United States,Chicago,Florida,64149,Central,PR-BOO-1563,Furniture,Bookcases,Bookcases Model 13,213.52,9,0.1,-21.68
US-2023-100564,2024-01-01,2024-01-05,Standard Class,CU-10164,Customer 164,Home Office,United States,Los Angeles,California,97483,West,PR-BOO-1564,Furniture,Bookcases,Bookcases Model 14,160.89,2,0.2,22.73
US-2024-100565,2023-08-18,2023-08-23,Standard Class,CU-10165,Customer 165,Corporate,United States,Philadelphia,New York,84816,Central,PR-ACC-1565,Technology,Accessories,Accessories Model 15,52.78,1,0.0,-2.44
US-2023-100566,2023-08-07,2023-08-11,Standard Class,CU-10166,Customer 166,Corporate,United States,Detroit,Texas,95820,East,PR-LAB-1566,Office Supplies,Labels,Labels Model 16,47.68,6,0.0,10.33
US-2024-100567,2024-01-18,2024-01-19,Standard Class,CU-10167,Customer 167,Consumer,United States,Houston,Michigan,11509,South,PR-STO-1567,Office Supplies,Storage,Storage Model 17,116.06,4,0.0,21.55
US-2023-100568,2024-11-15,2024-11-17,First Class,CU-10168,Customer 168,Consumer,United States,Philadelphia,Ohio,40782,South,PR-ART-1568,Office Supplies,Art,Art Model 18,166.05,9,0.2,64.67
US-2024-100569,2024-04-03,2024-04-08,Standard Class,CU-10169,Customer 169,Home Office,United States,New York City,Georgia,48314,South,PR-LAB-1569,Office Supplies,Labels,Labels Model 19,101.16,6,0.0,30.24
US-2023-100570,2024-07-26,2024-08-02,Standard Class,CU-10170,Customer 170,Consumer,United States,New York City,New York,45057,West,PR-PAP-1570,Office Supplies,Paper,Paper Model 20,47.96,3,0.1,-8.52
US-2024-100571,2023-05-03,2023-05-05,Same Day,CU-10171,Customer 171,Consumer,United States,Philadelphia,California,10840,East,PR-LAB-1571,Office Supplies,Labels,Labels Model 21,89.47,5,0.0,-16.66
US-2023-100572,2023-03-31,2023-04-04,Standard Class,CU-10172,Customer 172,Consumer,United States,Columbus,California,12580,South,PR-TAB-1572,Furniture,Tables,Tables Model 22,53.11,8,0.0,6.27
US-2024-100573,2023-01-28,2023-02-02,First Class,CU-10173,Customer 173,Consumer,United States,Seattle,Texas,52676,East,PR-BIN-1573,Office Supplies,Binders,Binders Model 23,101.39,8,0.1,-17.07
US-2023-100574,2024-05-27,2024-05-30,Standard Class,CU-10174,Customer 174,Corporate,United States,Houston,Illinois,16610,South,PR-LAB-1574,Office Supplies,Labels,Labels Model 24,52.45,5,0.1,14.28
US-2024-100575,2024-01-22,2024-01-29,Standard Class,CU-10175,Customer 175,Corporate,United States,Chicago,Michigan,49574,South,PR-LAB-1575,Office Supplies,Labels,Labels Model 25,323.98,2,0.15,-20.16
US-2023-100576,2023-03-02,2023-03-08,Standard Class,CU-10176,Customer 176,Home Office,United States,Houston,California,12837,Central,PR-BOO-1576,Furniture,Bookcases,Bookcases Model 26,569.13,7,0.15,-9.51
US-2024-100577,2024-02-27,2024-02-28,Standard Class,CU-10177,Customer 177,Consumer,United States,Los Angeles,Illinois,24021,Central,PR-LAB-1577,Office Supplies,Labels,Labels Model 27,114.28,1,0.2,32.35
US-2023-100578,2024-09-12,2024-09-17,Standard Class,CU-10178,Customer 178,Consumer,United States,Los Angeles,New York,49159,South,PR-LAB-1578,Office Supplies,Labels,Labels Model 28,147.81,2,0.15,-35.96
US-2024-100579,2023-11-08,2023-11-13,First Class,CU-10179,Customer 179,Consumer,United States,Columbus,California,37588,West,PR-ACC-1579,Technology,Accessories,Accessories Model 29,344.41,7,0.1,104.28
US-2023-100580,2023-10-16,2023-10-20,Standard Class,CU-10180,Customer 180,Corporate,United States,Chicago,Ohio,27790,South,PR-PHO-1580,Technology,Phones,Phones Model 30,96.72,7,0.0,12.06
